aux: True
aux_batch_size: 512
Working directory: logs/cheetah_run/svea/default/0
Observations: (9, 96, 96)
Cropped observations: (9, 96, 96)
/aiarena/nas/18_data/jiangy/RPSF/transformer/src/env/dm_control/dm_control/utils/containers.py:30: DeprecationWarning: Using or importing the ABCs from 'collections' instead of from 'collections.abc' is deprecated since Python 3.3, and in 3.9 it will stop working
  class TaggedTasks(collections.Mapping):
/aiarena/nas/18_data/jiangy/RPSF/transformer/src/env/dm_control/dm_control/mujoco/engine.py:897: DeprecationWarning: `np.bool` is a deprecated alias for the builtin `bool`. To silence this warning, use `bool` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.bool_` here.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  is_limited = physics.model.actuator_ctrllimited.ravel().astype(np.bool)
/aiarena/nas/18_data/jiangy/RPSF/transformer/src/env/dm_control/dm_control/mujoco/engine.py:899: DeprecationWarning: `np.float` is a deprecated alias for the builtin `float`. To silence this warning, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  minima = np.full(num_actions, fill_value=-np.inf, dtype=np.float)
/aiarena/nas/18_data/jiangy/RPSF/transformer/src/env/dm_control/dm_control/mujoco/engine.py:900: DeprecationWarning: `np.float` is a deprecated alias for the builtin `float`. To silence this warning, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  maxima = np.full(num_actions, fill_value=np.inf, dtype=np.float)
/aiarena/nas/18_data/jiangy/RPSF/transformer/src/env/dm_control/dm_control/mujoco/engine.py:904: DeprecationWarning: `np.float` is a deprecated alias for the builtin `float`. To silence this warning, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  shape=(num_actions,), dtype=np.float, minimum=minima, maximum=maxima)
/aiarena/nas/18_data/jiangy/RPSF/transformer/src/env/dmc2gym/dmc2gym/wrappers.py:10: DeprecationWarning: `np.int` is a deprecated alias for the builtin `int`. To silence this warning, use `int` by itself. Doing this will not modify any behavior and is safe. When replacing `np.int`, you may wish to use e.g. `np.int64` or `np.int32` to specify the precision. If you wish to review your current use, check the release note link for additional information.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  dim = np.int(np.prod(s.shape))
/aiarena/nas/18_data/jiangy/RPSF/transformer/src/env/dm_control/dm_control/mujoco/engine.py:897: DeprecationWarning: `np.bool` is a deprecated alias for the builtin `bool`. To silence this warning, use `bool` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.bool_` here.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  is_limited = physics.model.actuator_ctrllimited.ravel().astype(np.bool)
/aiarena/nas/18_data/jiangy/RPSF/transformer/src/env/dm_control/dm_control/mujoco/engine.py:899: DeprecationWarning: `np.float` is a deprecated alias for the builtin `float`. To silence this warning, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  minima = np.full(num_actions, fill_value=-np.inf, dtype=np.float)
/aiarena/nas/18_data/jiangy/RPSF/transformer/src/env/dm_control/dm_control/mujoco/engine.py:900: DeprecationWarning: `np.float` is a deprecated alias for the builtin `float`. To silence this warning, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  maxima = np.full(num_actions, fill_value=np.inf, dtype=np.float)
/aiarena/nas/18_data/jiangy/RPSF/transformer/src/env/dm_control/dm_control/mujoco/engine.py:904: DeprecationWarning: `np.float` is a deprecated alias for the builtin `float`. To silence this warning, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  shape=(num_actions,), dtype=np.float, minimum=minima, maximum=maxima)
/aiarena/nas/18_data/jiangy/RPSF/transformer/src/env/dmc2gym/dmc2gym/wrappers.py:10: DeprecationWarning: `np.int` is a deprecated alias for the builtin `int`. To silence this warning, use `int` by itself. Doing this will not modify any behavior and is safe. When replacing `np.int`, you may wish to use e.g. `np.int64` or `np.int32` to specify the precision. If you wish to review your current use, check the release note link for additional information.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  dim = np.int(np.prod(s.shape))
/aiarena/nas/18_data/jiangy/RPSF/transformer/src/env/dm_control/dm_control/mujoco/engine.py:897: DeprecationWarning: `np.bool` is a deprecated alias for the builtin `bool`. To silence this warning, use `bool` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.bool_` here.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  is_limited = physics.model.actuator_ctrllimited.ravel().astype(np.bool)
/aiarena/nas/18_data/jiangy/RPSF/transformer/src/env/dm_control/dm_control/mujoco/engine.py:899: DeprecationWarning: `np.float` is a deprecated alias for the builtin `float`. To silence this warning, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  minima = np.full(num_actions, fill_value=-np.inf, dtype=np.float)
/aiarena/nas/18_data/jiangy/RPSF/transformer/src/env/dm_control/dm_control/mujoco/engine.py:900: DeprecationWarning: `np.float` is a deprecated alias for the builtin `float`. To silence this warning, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  maxima = np.full(num_actions, fill_value=np.inf, dtype=np.float)
/aiarena/nas/18_data/jiangy/RPSF/transformer/src/env/dm_control/dm_control/mujoco/engine.py:904: DeprecationWarning: `np.float` is a deprecated alias for the builtin `float`. To silence this warning, use `float` by itself. Doing this will not modify any behavior and is safe. If you specifically wanted the numpy scalar type, use `np.float64` here.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  shape=(num_actions,), dtype=np.float, minimum=minima, maximum=maxima)
/aiarena/nas/18_data/jiangy/RPSF/transformer/src/env/dmc2gym/dmc2gym/wrappers.py:10: DeprecationWarning: `np.int` is a deprecated alias for the builtin `int`. To silence this warning, use `int` by itself. Doing this will not modify any behavior and is safe. When replacing `np.int`, you may wish to use e.g. `np.int64` or `np.int32` to specify the precision. If you wish to review your current use, check the release note link for additional information.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  dim = np.int(np.prod(s.shape))
Num patches: 144
Shared: 489,600
Head: 0
Projection: 13,100
Critic: 2x 1,160,193
Evaluating: logs/cheetah_run/svea/default/0
| [32meval[39m | S: 0 | ER: 0.1138 | ERTEST: 0.0000
| [33mtrain[39m | E: 1 | S: 250 | D: 500.5 s | R: 0.0000 | AL: 0.0000 | CL: 0.0000 | AUXL: 0.0000
| [33mtrain[39m | E: 2 | S: 500 | D: 2.3 s | R: 10.6188 | AL: 0.0000 | CL: 0.0000 | AUXL: 0.0000
| [33mtrain[39m | E: 3 | S: 750 | D: 2.4 s | R: 9.5966 | AL: 0.0000 | CL: 0.0000 | AUXL: 0.0000
| [33mtrain[39m | E: 4 | S: 1000 | D: 2.3 s | R: 9.6948 | AL: 0.0000 | CL: 0.0000 | AUXL: 0.0000
| [33mtrain[39m | E: 5 | S: 1250 | D: 1130.8 s | R: 12.4501 | AL: -3.1847 | CL: 0.0344 | AUXL: 0.0000
| [33mtrain[39m | E: 6 | S: 1500 | D: 223.8 s | R: 11.0907 | AL: -5.2773 | CL: 0.0153 | AUXL: 0.0000
| [33mtrain[39m | E: 7 | S: 1750 | D: 224.4 s | R: 21.1433 | AL: -5.7067 | CL: 0.0179 | AUXL: 0.0000
| [33mtrain[39m | E: 8 | S: 2000 | D: 224.3 s | R: 10.8786 | AL: -6.1198 | CL: 0.0174 | AUXL: 0.0000
| [33mtrain[39m | E: 9 | S: 2250 | D: 224.6 s | R: 9.3636 | AL: -6.5242 | CL: 0.0177 | AUXL: 0.0000
| [33mtrain[39m | E: 10 | S: 2500 | D: 224.3 s | R: 8.2206 | AL: -6.9135 | CL: 0.0182 | AUXL: 0.0000
| [33mtrain[39m | E: 11 | S: 2750 | D: 224.2 s | R: 11.2105 | AL: -7.2833 | CL: 0.0181 | AUXL: 0.0000
| [33mtrain[39m | E: 12 | S: 3000 | D: 223.9 s | R: 7.1685 | AL: -7.6486 | CL: 0.0176 | AUXL: 0.0000
| [33mtrain[39m | E: 13 | S: 3250 | D: 225.2 s | R: 9.6395 | AL: -8.0030 | CL: 0.0171 | AUXL: 0.0000
| [33mtrain[39m | E: 14 | S: 3500 | D: 226.8 s | R: 9.3705 | AL: -8.3496 | CL: 0.0202 | AUXL: 0.0000
| [33mtrain[39m | E: 15 | S: 3750 | D: 227.0 s | R: 27.1585 | AL: -8.6953 | CL: 0.0197 | AUXL: 0.0000
| [33mtrain[39m | E: 16 | S: 4000 | D: 226.4 s | R: 17.9327 | AL: -9.0275 | CL: 0.0222 | AUXL: 0.0000
| [33mtrain[39m | E: 17 | S: 4250 | D: 226.8 s | R: 24.3101 | AL: -9.3599 | CL: 0.0226 | AUXL: 0.0000
| [33mtrain[39m | E: 18 | S: 4500 | D: 225.1 s | R: 13.4384 | AL: -9.6887 | CL: 0.0233 | AUXL: 0.0000
| [33mtrain[39m | E: 19 | S: 4750 | D: 225.0 s | R: 14.8844 | AL: -10.0066 | CL: 0.0216 | AUXL: 0.0000
| [33mtrain[39m | E: 20 | S: 5000 | D: 226.0 s | R: 8.6318 | AL: -10.3242 | CL: 0.0215 | AUXL: 0.0000
| [33mtrain[39m | E: 21 | S: 5250 | D: 225.4 s | R: 9.9385 | AL: -10.6175 | CL: 0.0215 | AUXL: 0.0000
| [33mtrain[39m | E: 22 | S: 5500 | D: 226.4 s | R: 5.7085 | AL: -10.9020 | CL: 0.0221 | AUXL: 0.0000
| [33mtrain[39m | E: 23 | S: 5750 | D: 225.1 s | R: 15.0852 | AL: -11.1895 | CL: 0.0217 | AUXL: 0.0000
| [33mtrain[39m | E: 24 | S: 6000 | D: 224.8 s | R: 9.4108 | AL: -11.4616 | CL: 0.0213 | AUXL: 0.0000
| [33mtrain[39m | E: 25 | S: 6250 | D: 225.4 s | R: 20.6476 | AL: -11.7384 | CL: 0.0224 | AUXL: 0.0000
| [33mtrain[39m | E: 26 | S: 6500 | D: 225.2 s | R: 17.8920 | AL: -12.0013 | CL: 0.0214 | AUXL: 0.0000
| [33mtrain[39m | E: 27 | S: 6750 | D: 225.0 s | R: 11.4971 | AL: -12.2567 | CL: 0.0235 | AUXL: 0.0000
| [33mtrain[39m | E: 28 | S: 7000 | D: 225.2 s | R: 18.4803 | AL: -12.5079 | CL: 0.0213 | AUXL: 0.0000
| [33mtrain[39m | E: 29 | S: 7250 | D: 227.5 s | R: 7.8888 | AL: -12.7418 | CL: 0.0231 | AUXL: 0.0000
| [33mtrain[39m | E: 30 | S: 7500 | D: 227.0 s | R: 17.7650 | AL: -12.9767 | CL: 0.0222 | AUXL: 0.0000
| [33mtrain[39m | E: 31 | S: 7750 | D: 226.5 s | R: 22.0180 | AL: -13.2161 | CL: 0.0231 | AUXL: 0.0000
| [33mtrain[39m | E: 32 | S: 8000 | D: 227.1 s | R: 9.3921 | AL: -13.4364 | CL: 0.0233 | AUXL: 0.0000
| [33mtrain[39m | E: 33 | S: 8250 | D: 226.4 s | R: 18.7953 | AL: -13.6607 | CL: 0.0234 | AUXL: 0.0000
| [33mtrain[39m | E: 34 | S: 8500 | D: 225.7 s | R: 28.8165 | AL: -13.8791 | CL: 0.0253 | AUXL: 0.0000
| [33mtrain[39m | E: 35 | S: 8750 | D: 225.5 s | R: 16.2067 | AL: -14.0834 | CL: 0.0246 | AUXL: 0.0000
| [33mtrain[39m | E: 36 | S: 9000 | D: 226.2 s | R: 15.6650 | AL: -14.2895 | CL: 0.0244 | AUXL: 0.0000
| [33mtrain[39m | E: 37 | S: 9250 | D: 225.4 s | R: 5.5607 | AL: -14.4839 | CL: 0.0230 | AUXL: 0.0000
| [33mtrain[39m | E: 38 | S: 9500 | D: 225.4 s | R: 16.2036 | AL: -14.6713 | CL: 0.0249 | AUXL: 0.0000
| [33mtrain[39m | E: 39 | S: 9750 | D: 226.3 s | R: 11.2378 | AL: -14.8557 | CL: 0.0246 | AUXL: 0.0000
| [33mtrain[39m | E: 40 | S: 10000 | D: 226.1 s | R: 15.9538 | AL: -15.0338 | CL: 0.0262 | AUXL: 0.0000
Evaluating: logs/cheetah_run/svea/default/0
| [32meval[39m | S: 10000 | ER: 0.4138 | ERTEST: 0.0000
| [33mtrain[39m | E: 41 | S: 10250 | D: 607.8 s | R: 12.1151 | AL: -15.2089 | CL: 0.0253 | AUXL: 0.0000
| [33mtrain[39m | E: 42 | S: 10500 | D: 222.1 s | R: 13.8839 | AL: -15.3751 | CL: 0.0232 | AUXL: 0.0000
| [33mtrain[39m | E: 43 | S: 10750 | D: 223.2 s | R: 10.0672 | AL: -15.5348 | CL: 0.0235 | AUXL: 0.0000
| [33mtrain[39m | E: 44 | S: 11000 | D: 223.1 s | R: 12.9238 | AL: -15.6897 | CL: 0.0245 | AUXL: 0.0000
| [33mtrain[39m | E: 45 | S: 11250 | D: 222.8 s | R: 12.1489 | AL: -15.8452 | CL: 0.0231 | AUXL: 0.0000
| [33mtrain[39m | E: 46 | S: 11500 | D: 222.7 s | R: 12.6242 | AL: -15.9904 | CL: 0.0227 | AUXL: 0.0000
| [33mtrain[39m | E: 47 | S: 11750 | D: 221.7 s | R: 8.8304 | AL: -16.1315 | CL: 0.0247 | AUXL: 0.0000
| [33mtrain[39m | E: 48 | S: 12000 | D: 221.8 s | R: 6.5353 | AL: -16.2672 | CL: 0.0240 | AUXL: 0.0000
| [33mtrain[39m | E: 49 | S: 12250 | D: 221.2 s | R: 11.6274 | AL: -16.3946 | CL: 0.0224 | AUXL: 0.0000
| [33mtrain[39m | E: 50 | S: 12500 | D: 221.6 s | R: 14.8604 | AL: -16.5243 | CL: 0.0241 | AUXL: 0.0000
| [33mtrain[39m | E: 51 | S: 12750 | D: 221.2 s | R: 15.5833 | AL: -16.6495 | CL: 0.0231 | AUXL: 0.0000
| [33mtrain[39m | E: 52 | S: 13000 | D: 221.6 s | R: 20.4377 | AL: -16.7695 | CL: 0.0242 | AUXL: 0.0000
| [33mtrain[39m | E: 53 | S: 13250 | D: 222.3 s | R: 17.4410 | AL: -16.8874 | CL: 0.0250 | AUXL: 0.0000
